0,1,2,3,4,5,6,7,8,9
0.14501984,3.8597088,-2.5171185,-2.0385282,-2.0993729,1.0672132,-3.744072,-0.59297645,2.9744203,-0.64263767
1.0104285,4.403703,-6.820843,-4.575973,-3.0747528,3.4649224,-5.115558,-4.542473,-2.1415854,-4.319554
0.037671965,3.2265687,-4.356356,-5.1786747,-2.303011,3.8338802,-4.7585053,-3.3266232,-1.5454361,-1.2966083
-4.9443235,5.0116997,-3.3921027,-3.6114092,-6.220425,1.7926211,-1.618732,-3.8512979,5.2460513,-3.6179285
0.8597536,4.5545793,-3.0291474,-2.094684,-2.102577,1.3504051,-4.4116044,-0.3412265,2.8251913,-0.37108153
-5.360369,4.88038,-2.217464,-3.362479,-5.661526,1.8343837,-2.0555327,-3.6604204,4.0508823,-3.568902
-3.249476,3.5793843,-1.2523645,-1.9167454,-3.3282359,1.5190737,-2.0239887,-2.2677047,3.2280354,-2.0233002
-4.628163,4.4391875,-2.5443895,-3.16747,-5.34121,1.6283422,-1.5403142,-3.4251049,4.1362658,-3.4240236
0.20984852,4.0613003,-6.248032,-5.4864235,-2.975928,4.2427707,-5.5484066,-5.0796027,-2.3542364,-3.5104628
-1.370919,4.4748435,-1.7802795,-2.392611,-2.625845,1.6002034,-4.2175426,-1.5631458,3.9784372,-0.50970685
-2.7405715,3.7352252,-0.45561576,-2.3941555,-3.191032,1.9166951,-2.9030116,-1.5849808,2.1983078,-1.259954
-2.434669,2.813084,-1.9686148,-1.5629846,-3.1729999,1.077909,-0.9197385,-2.4175346,3.5266297,-2.0946746
-4.270991,4.336952,-0.7379317,-3.0082593,-4.0639505,2.517974,-2.7578917,-2.3690708,2.2481964,-2.1728477
0.4303829,4.1219897,-6.6817527,-4.9995356,-2.9712834,3.8657756,-5.2680583,-5.058916,-2.393446,-4.1771884
0.5188453,4.3685656,-7.096214,-5.6142073,-3.3129277,4.3301516,-5.638339,-5.5451856,-2.704738,-4.0579653
-4.353779,4.344428,-0.7073378,-3.0594826,-4.3777986,2.5838392,-2.867568,-2.5388558,2.1270497,-1.7424517
0.056800794,3.7753801,-6.013169,-5.4555626,-3.1058545,4.40448,-5.382156,-4.7362,-2.1374626,-3.1578918
-3.9843569,3.8917418,-1.8895717,-2.5932672,-4.6339164,1.5856009,-1.493002,-2.9976952,3.831568,-2.7856517
0.36438432,4.080617,-6.47879,-5.2560296,-3.0906715,4.1204944,-5.3839993,-5.0348673,-2.4972792,-3.8201766
